ticker,name,sector,form,filing_date,accession,source_url,local_path,status
DHR,Danaher Corporation,Health Care,8-K,2026-05-07,0000313616-26-000127,https://www.sec.gov/Archives/edgar/data/313616/000031361626000127/dhr-20260505.htm,sp100_dataset/DHR/8-K_2026-05-07.txt,cached
DHR,Danaher Corporation,Health Care,DEF 14A,2026-03-25,0000313616-26-000101,https://www.sec.gov/Archives/edgar/data/313616/000031361626000101/dhr-20260325.htm,sp100_dataset/DHR/DEF14A_2026-03-25.txt,cached
DHR,Danaher Corporation,Health Care,10-K,2026-02-24,0000313616-26-000062,https://www.sec.gov/Archives/edgar/data/313616/000031361626000062/dhr-20251231.htm,sp100_dataset/DHR/10-K_2026-02-24.txt,cached
DIS,Walt Disney Company (The),Communication Services,8-K,2026-05-06,0001744489-26-000036,https://www.sec.gov/Archives/edgar/data/1744489/000174448926000036/dis-20260506.htm,sp100_dataset/DIS/8-K_2026-05-06.txt,cached
DIS,Walt Disney Company (The),Communication Services,8-K,2026-03-20,0001628280-26-020172,https://www.sec.gov/Archives/edgar/data/1744489/000162828026020172/dis-20260318.htm,sp100_dataset/DIS/8-K_2026-03-20.txt,cached
DIS,Walt Disney Company (The),Communication Services,DEF 14A,2026-01-22,0001744489-26-000013,https://www.sec.gov/Archives/edgar/data/1744489/000174448926000013/dis-20260122.htm,sp100_dataset/DIS/DEF14A_2026-01-22.txt,cached
DIS,Walt Disney Company (The),Communication Services,10-K,2025-11-13,0001744489-25-000155,https://www.sec.gov/Archives/edgar/data/1744489/000174448925000155/dis-20250927.htm,sp100_dataset/DIS/10-K_2025-11-13.txt,cached
DUK,Duke Energy,Utilities,8-K,2026-07-06,0001104659-26-080476,https://www.sec.gov/Archives/edgar/data/1326160/000110465926080476/tm2619723d1_8k.htm,sp100_dataset/DUK/8-K_2026-07-06.txt,cached
DUK,Duke Energy,Utilities,8-K,2026-05-13,0001104659-26-060251,https://www.sec.gov/Archives/edgar/data/1326160/000110465926060251/tm2614506d1_8k.htm,sp100_dataset/DUK/8-K_2026-05-13.txt,cached
DUK,Duke Energy,Utilities,DEF 14A,2026-03-20,0001104659-26-032443,https://www.sec.gov/Archives/edgar/data/1326160/000110465926032443/tm261356-4_def14a.htm,sp100_dataset/DUK/DEF14A_2026-03-20.txt,cached
DUK,Duke Energy,Utilities,10-K,2026-02-26,0001326160-26-000014,https://www.sec.gov/Archives/edgar/data/1326160/000132616026000014/duk-20251231.htm,sp100_dataset/DUK/10-K_2026-02-26.txt,cached
EMR,Emerson Electric,Industrials,8-K,2026-05-05,0000032604-26-000034,https://www.sec.gov/Archives/edgar/data/32604/000003260426000034/emr-20260505.htm,sp100_dataset/EMR/8-K_2026-05-05.txt,cached
EMR,Emerson Electric,Industrials,8-K,2026-02-13,0000032604-26-000022,https://www.sec.gov/Archives/edgar/data/32604/000003260426000022/emr-20260210.htm,sp100_dataset/EMR/8-K_2026-02-13.txt,cached
EMR,Emerson Electric,Industrials,DEF 14A,2025-12-12,0000032604-25-000103,https://www.sec.gov/Archives/edgar/data/32604/000003260425000103/emr-20251212.htm,sp100_dataset/EMR/DEF14A_2025-12-12.txt,cached
EMR,Emerson Electric,Industrials,10-K,2025-11-10,0000032604-25-000087,https://www.sec.gov/Archives/edgar/data/32604/000003260425000087/emr-20250930.htm,sp100_dataset/EMR/10-K_2025-11-10.txt,cached
FDX,FedEx,Industrials,8-K,2026-07-10,0001104659-26-082672,https://www.sec.gov/Archives/edgar/data/1048911/000110465926082672/tm2620197d1_8k.htm,sp100_dataset/FDX/8-K_2026-07-10.txt,cached
FDX,FedEx,Industrials,8-K,2026-06-25,0001104659-26-077558,https://www.sec.gov/Archives/edgar/data/1048911/000110465926077558/tm2618879d1_8k.htm,sp100_dataset/FDX/8-K_2026-06-25.txt,cached
FDX,FedEx,Industrials,DEF 14A,2025-08-18,0001104659-25-079800,https://www.sec.gov/Archives/edgar/data/1048911/000110465925079800/tm2512613-2_def14a.htm,sp100_dataset/FDX/DEF14A_2025-08-18.txt,cached
FDX,FedEx,Industrials,10-K,2025-07-21,0001048911-25-000011,https://www.sec.gov/Archives/edgar/data/1048911/000104891125000011/fdx-20250531.htm,sp100_dataset/FDX/10-K_2025-07-21.txt,cached
GD,General Dynamics,Industrials,8-K,2026-05-11,0000040533-26-000014,https://www.sec.gov/Archives/edgar/data/40533/000004053326000014/gd-20260511.htm,sp100_dataset/GD/8-K_2026-05-11.txt,cached
GD,General Dynamics,Industrials,8-K,2026-04-29,0000040533-26-000010,https://www.sec.gov/Archives/edgar/data/40533/000004053326000010/gd-20260429.htm,sp100_dataset/GD/8-K_2026-04-29.txt,cached
GD,General Dynamics,Industrials,DEF 14A,2026-03-27,0001308179-26-000168,https://www.sec.gov/Archives/edgar/data/40533/000130817926000168/gd014595-def14a.htm,sp100_dataset/GD/DEF14A_2026-03-27.txt,cached
GD,General Dynamics,Industrials,10-K,2026-01-30,0000040533-26-000006,https://www.sec.gov/Archives/edgar/data/40533/000004053326000006/gd-20251231.htm,sp100_dataset/GD/10-K_2026-01-30.txt,cached
GE,GE Aerospace,Industrials,8-K,2026-06-25,0000040545-26-000042,https://www.sec.gov/Archives/edgar/data/40545/000004054526000042/ge-20260625.htm,sp100_dataset/GE/8-K_2026-06-25.txt,cached
GE,GE Aerospace,Industrials,8-K,2026-06-11,0000040545-26-000039,https://www.sec.gov/Archives/edgar/data/40545/000004054526000039/ge-20260608.htm,sp100_dataset/GE/8-K_2026-06-11.txt,cached
GE,GE Aerospace,Industrials,DEF 14A,2026-03-12,0000040545-26-000018,https://www.sec.gov/Archives/edgar/data/40545/000004054526000018/ge-20260312.htm,sp100_dataset/GE/DEF14A_2026-03-12.txt,cached
GE,GE Aerospace,Industrials,10-K,2026-01-29,0000040545-26-000008,https://www.sec.gov/Archives/edgar/data/40545/000004054526000008/ge-20251231.htm,sp100_dataset/GE/10-K_2026-01-29.txt,cached
GILD,Gilead Sciences,Health Care,8-K,2026-05-20,0001104659-26-064518,https://www.sec.gov/Archives/edgar/data/882095/000110465926064518/tm2615045d1_8k.htm,sp100_dataset/GILD/8-K_2026-05-20.txt,cached
GILD,Gilead Sciences,Health Care,8-K,2026-05-07,0000882095-26-000022,https://www.sec.gov/Archives/edgar/data/882095/000088209526000022/gild-20260507.htm,sp100_dataset/GILD/8-K_2026-05-07.txt,cached
GILD,Gilead Sciences,Health Care,DEF 14A,2026-03-20,0001308179-26-000106,https://www.sec.gov/Archives/edgar/data/882095/000130817926000106/gild014721-def14a.htm,sp100_dataset/GILD/DEF14A_2026-03-20.txt,cached
GILD,Gilead Sciences,Health Care,10-K,2026-02-24,0000882095-26-000006,https://www.sec.gov/Archives/edgar/data/882095/000088209526000006/gild-20251231.htm,sp100_dataset/GILD/10-K_2026-02-24.txt,cached
GM,General Motors,Consumer Discretionary,8-K,2026-06-04,0001467858-26-000044,https://www.sec.gov/Archives/edgar/data/1467858/000146785826000044/gm-20260602.htm,sp100_dataset/GM/8-K_2026-06-04.txt,cached
GM,General Motors,Consumer Discretionary,8-K,2026-05-26,0001193125-26-239340,https://www.sec.gov/Archives/edgar/data/1467858/000119312526239340/d110158d8k.htm,sp100_dataset/GM/8-K_2026-05-26.txt,cached
GM,General Motors,Consumer Discretionary,DEF 14A,2026-04-20,0001467858-26-000022,https://www.sec.gov/Archives/edgar/data/1467858/000146785826000022/gm-20260420.htm,sp100_dataset/GM/DEF14A_2026-04-20.txt,cached
GM,General Motors,Consumer Discretionary,10-K,2026-01-27,0001467858-26-000013,https://www.sec.gov/Archives/edgar/data/1467858/000146785826000013/gm-20251231.htm,sp100_dataset/GM/10-K_2026-01-27.txt,cached
GOOGL,Alphabet Inc. (Class A),Communication Services,8-K,2026-06-11,0001193125-26-267578,https://www.sec.gov/Archives/edgar/data/1652044/000119312526267578/d57679d8k.htm,sp100_dataset/GOOGL/8-K_2026-06-11.txt,cached
GOOGL,Alphabet Inc. (Class A),Communication Services,8-K,2026-06-05,0001193125-26-259830,https://www.sec.gov/Archives/edgar/data/1652044/000119312526259830/d36818d8k.htm,sp100_dataset/GOOGL/8-K_2026-06-05.txt,cached
GOOGL,Alphabet Inc. (Class A),Communication Services,DEF 14A,2026-04-24,0001308179-26-000342,https://www.sec.gov/Archives/edgar/data/1652044/000130817926000342/goog-20260424.htm,sp100_dataset/GOOGL/DEF14A_2026-04-24.txt,cached
GOOGL,Alphabet Inc. (Class A),Communication Services,10-K,2026-02-05,0001652044-26-000018,https://www.sec.gov/Archives/edgar/data/1652044/000165204426000018/goog-20251231.htm,sp100_dataset/GOOGL/10-K_2026-02-05.txt,cached
GS,Goldman Sachs,Financials,8-K,2026-07-14,0000886982-26-000294,https://www.sec.gov/Archives/edgar/data/886982/000088698226000294/gs-20260714.htm,sp100_dataset/GS/8-K_2026-07-14.txt,cached
GS,Goldman Sachs,Financials,8-K,2026-06-24,0001193125-26-281123,https://www.sec.gov/Archives/edgar/data/886982/000119312526281123/d103941d8k.htm,sp100_dataset/GS/8-K_2026-06-24.txt,cached
GS,Goldman Sachs,Financials,DEF 14A,2026-03-20,0001193125-26-117433,https://www.sec.gov/Archives/edgar/data/886982/000119312526117433/gs-20260319.htm,sp100_dataset/GS/DEF14A_2026-03-20.txt,cached
GS,Goldman Sachs,Financials,10-K,2026-02-25,0000886982-26-000091,https://www.sec.gov/Archives/edgar/data/886982/000088698226000091/gs-20251231.htm,sp100_dataset/GS/10-K_2026-02-25.txt,cached
HD,Home Depot,Consumer Discretionary,8-K,2026-05-26,0000354950-26-000105,https://www.sec.gov/Archives/edgar/data/354950/000035495026000105/hd-20260521.htm,sp100_dataset/HD/8-K_2026-05-26.txt,cached
HD,Home Depot,Consumer Discretionary,8-K,2026-05-19,0000354950-26-000101,https://www.sec.gov/Archives/edgar/data/354950/000035495026000101/hd-20260519.htm,sp100_dataset/HD/8-K_2026-05-19.txt,cached
HD,Home Depot,Consumer Discretionary,DEF 14A,2026-04-07,0000354950-26-000090,https://www.sec.gov/Archives/edgar/data/354950/000035495026000090/hd-20260406.htm,sp100_dataset/HD/DEF14A_2026-04-07.txt,cached
HD,Home Depot,Consumer Discretionary,10-K,2026-03-18,0001628280-26-019436,https://www.sec.gov/Archives/edgar/data/354950/000162828026019436/hd-20260201.htm,sp100_dataset/HD/10-K_2026-03-18.txt,cached
HON,Honeywell,Industrials,8-K,2026-06-29,0000773840-26-000084,https://www.sec.gov/Archives/edgar/data/773840/000077384026000084/hon-20260625.htm,sp100_dataset/HON/8-K_2026-06-29.txt,cached
HON,Honeywell,Industrials,8-K,2026-06-15,0000773840-26-000080,https://www.sec.gov/Archives/edgar/data/773840/000077384026000080/hon-20260615.htm,sp100_dataset/HON/8-K_2026-06-15.txt,cached
HON,Honeywell,Industrials,DEF 14A,2026-04-10,0000773840-26-000029,https://www.sec.gov/Archives/edgar/data/773840/000077384026000029/hon-20260409.htm,sp100_dataset/HON/DEF14A_2026-04-10.txt,cached
HON,Honeywell,Industrials,10-K,2026-02-17,0000773840-26-000013,https://www.sec.gov/Archives/edgar/data/773840/000077384026000013/hon-20251231.htm,sp100_dataset/HON/10-K_2026-02-17.txt,cached
IBM,IBM,Information Technology,8-K,2026-07-14,0000051143-26-000070,https://www.sec.gov/Archives/edgar/data/51143/000005114326000070/ibm-20260714.htm,sp100_dataset/IBM/8-K_2026-07-14.txt,cached
IBM,IBM,Information Technology,8-K,2026-06-23,0000051143-26-000061,https://www.sec.gov/Archives/edgar/data/51143/000005114326000061/ibm-20260622.htm,sp100_dataset/IBM/8-K_2026-06-23.txt,cached
IBM,IBM,Information Technology,DEF 14A,2026-03-10,0000051143-26-000025,https://www.sec.gov/Archives/edgar/data/51143/000005114326000025/ibm-20260306.htm,sp100_dataset/IBM/DEF14A_2026-03-10.txt,cached
IBM,IBM,Information Technology,10-K,2026-02-24,0000051143-26-000010,https://www.sec.gov/Archives/edgar/data/51143/000005114326000010/ibm-20251231.htm,sp100_dataset/IBM/10-K_2026-02-24.txt,cached
INTC,Intel,Information Technology,8-K,2026-05-15,0000050863-26-000118,https://www.sec.gov/Archives/edgar/data/50863/000005086326000118/intc-20260513.htm,sp100_dataset/INTC/8-K_2026-05-15.txt,cached
INTC,Intel,Information Technology,8-K,2026-04-30,0001193125-26-197845,https://www.sec.gov/Archives/edgar/data/50863/000119312526197845/d143782d8k.htm,sp100_dataset/INTC/8-K_2026-04-30.txt,cached
INTC,Intel,Information Technology,DEF 14A,2026-03-23,0000050863-26-000061,https://www.sec.gov/Archives/edgar/data/50863/000005086326000061/proxy2026.htm,sp100_dataset/INTC/DEF14A_2026-03-23.txt,cached
INTC,Intel,Information Technology,10-K,2026-01-23,0000050863-26-000011,https://www.sec.gov/Archives/edgar/data/50863/000005086326000011/intc-20251227.htm,sp100_dataset/INTC/10-K_2026-01-23.txt,cached
INTU,Intuit,Information Technology,8-K,2026-06-11,0001193125-26-267866,https://www.sec.gov/Archives/edgar/data/896878/000119312526267866/d159651d8k.htm,sp100_dataset/INTU/8-K_2026-06-11.txt,cached
INTU,Intuit,Information Technology,8-K,2026-05-20,0000896878-26-000024,https://www.sec.gov/Archives/edgar/data/896878/000089687826000024/intu-20260520.htm,sp100_dataset/INTU/8-K_2026-05-20.txt,cached
INTU,Intuit,Information Technology,DEF 14A,2025-11-26,0000896878-25-000057,https://www.sec.gov/Archives/edgar/data/896878/000089687825000057/intu-20251126.htm,sp100_dataset/INTU/DEF14A_2025-11-26.txt,cached
INTU,Intuit,Information Technology,10-K,2025-09-03,0000896878-25-000035,https://www.sec.gov/Archives/edgar/data/896878/000089687825000035/intu-20250731.htm,sp100_dataset/INTU/10-K_2025-09-03.txt,cached
ISRG,Intuitive Surgical,Health Care,8-K,2026-05-28,0001035267-26-000042,https://www.sec.gov/Archives/edgar/data/1035267/000103526726000042/isrg-20260528.htm,sp100_dataset/ISRG/8-K_2026-05-28.txt,cached
ISRG,Intuitive Surgical,Health Care,8-K,2026-05-04,0001035267-26-000035,https://www.sec.gov/Archives/edgar/data/1035267/000103526726000035/isrg-20260430.htm,sp100_dataset/ISRG/8-K_2026-05-04.txt,cached
ISRG,Intuitive Surgical,Health Care,DEF 14A,2026-03-13,0001035267-26-000023,https://www.sec.gov/Archives/edgar/data/1035267/000103526726000023/isrg-20260313.htm,sp100_dataset/ISRG/DEF14A_2026-03-13.txt,cached
ISRG,Intuitive Surgical,Health Care,10-K,2026-02-03,0001035267-26-000010,https://www.sec.gov/Archives/edgar/data/1035267/000103526726000010/isrg-20251231.htm,sp100_dataset/ISRG/10-K_2026-02-03.txt,cached
JNJ,Johnson & Johnson,Health Care,8-K,2026-07-15,0000200406-26-000146,https://www.sec.gov/Archives/edgar/data/200406/000020040626000146/jnj-20260715.htm,sp100_dataset/JNJ/8-K_2026-07-15.txt,cached
JNJ,Johnson & Johnson,Health Care,8-K,2026-04-28,0000200406-26-000089,https://www.sec.gov/Archives/edgar/data/200406/000020040626000089/jnj-20260423.htm,sp100_dataset/JNJ/8-K_2026-04-28.txt,cached
JNJ,Johnson & Johnson,Health Care,DEF 14A,2026-03-11,0000200406-26-000063,https://www.sec.gov/Archives/edgar/data/200406/000020040626000063/jnj-20260309.htm,sp100_dataset/JNJ/DEF14A_2026-03-11.txt,cached
JNJ,Johnson & Johnson,Health Care,10-K,2026-02-11,0000200406-26-000016,https://www.sec.gov/Archives/edgar/data/200406/000020040626000016/jnj-20251228.htm,sp100_dataset/JNJ/10-K_2026-02-11.txt,cached
JPM,JPMorgan Chase,Financials,8-K,2026-07-14,0001628280-26-048086,https://www.sec.gov/Archives/edgar/data/19617/000162828026048086/jpm-20260714.htm,sp100_dataset/JPM/8-K_2026-07-14.txt,ok
JPM,JPMorgan Chase,Financials,8-K,2026-07-14,0001628280-26-048078,https://www.sec.gov/Archives/edgar/data/19617/000162828026048078/jpm-20260714.htm,sp100_dataset/JPM/8-K_2026-07-14_2.txt,ok
JPM,JPMorgan Chase,Financials,DEF 14A,2026-04-06,0000019617-26-000096,https://www.sec.gov/Archives/edgar/data/19617/000001961726000096/jpm-20260402.htm,sp100_dataset/JPM/DEF14A_2026-04-06.txt,cached
JPM,JPMorgan Chase,Financials,10-K,2026-02-13,0001628280-26-008131,https://www.sec.gov/Archives/edgar/data/19617/000162828026008131/jpm-20251231.htm,sp100_dataset/JPM/10-K_2026-02-13.txt,cached
KO,Coca-Cola Company (The),Consumer Staples,8-K,2026-06-25,0001552781-26-000366,https://www.sec.gov/Archives/edgar/data/21344/000155278126000366/e26287_ko-8k.htm,sp100_dataset/KO/8-K_2026-06-25.txt,cached
KO,Coca-Cola Company (The),Consumer Staples,8-K,2026-05-01,0001628280-26-029230,https://www.sec.gov/Archives/edgar/data/21344/000162828026029230/ko-20260429.htm,sp100_dataset/KO/8-K_2026-05-01.txt,cached
KO,Coca-Cola Company (The),Consumer Staples,DEF 14A,2026-03-16,0001104659-26-028215,https://www.sec.gov/Archives/edgar/data/21344/000110465926028215/ko-20260429xdef14a.htm,sp100_dataset/KO/DEF14A_2026-03-16.txt,cached
KO,Coca-Cola Company (The),Consumer Staples,10-K,2026-02-20,0001628280-26-010047,https://www.sec.gov/Archives/edgar/data/21344/000162828026010047/ko-20251231.htm,sp100_dataset/KO/10-K_2026-02-20.txt,cached
LIN,Linde plc,Materials,8-K,2026-05-13,0001193125-26-221558,https://www.sec.gov/Archives/edgar/data/1707925/000119312526221558/d108557d8k.htm,sp100_dataset/LIN/8-K_2026-05-13.txt,cached
LIN,Linde plc,Materials,8-K,2026-05-01,0001654954-26-004202,https://www.sec.gov/Archives/edgar/data/1707925/000165495426004202/lin_8k.htm,sp100_dataset/LIN/8-K_2026-05-01.txt,cached
LIN,Linde plc,Materials,DEF 14A,2026-04-29,0001193125-26-192209,https://www.sec.gov/Archives/edgar/data/1707925/000119312526192209/lin-20260429.htm,sp100_dataset/LIN/DEF14A_2026-04-29.txt,cached
LIN,Linde plc,Materials,10-K,2026-02-25,0001628280-26-011430,https://www.sec.gov/Archives/edgar/data/1707925/000162828026011430/lin-20251231.htm,sp100_dataset/LIN/10-K_2026-02-25.txt,cached
LLY,Eli Lilly and Company,Health Care,8-K,2026-05-20,0001193125-26-232707,https://www.sec.gov/Archives/edgar/data/59478/000119312526232707/d148580d8k.htm,sp100_dataset/LLY/8-K_2026-05-20.txt,cached
LLY,Eli Lilly and Company,Health Care,8-K,2026-05-07,0000059478-26-000048,https://www.sec.gov/Archives/edgar/data/59478/000005947826000048/lly-20260504.htm,sp100_dataset/LLY/8-K_2026-05-07.txt,cached
LLY,Eli Lilly and Company,Health Care,DEF 14A,2026-03-20,0000059478-26-000029,https://www.sec.gov/Archives/edgar/data/59478/000005947826000029/lly-20260317.htm,sp100_dataset/LLY/DEF14A_2026-03-20.txt,cached
LLY,Eli Lilly and Company,Health Care,10-K,2026-02-12,0000059478-26-000013,https://www.sec.gov/Archives/edgar/data/59478/000005947826000013/lly-20251231.htm,sp100_dataset/LLY/10-K_2026-02-12.txt,cached
LMT,Lockheed Martin,Industrials,8-K,2026-05-13,0000936468-26-000011,https://www.sec.gov/Archives/edgar/data/936468/000093646826000011/lmt-20260512.htm,sp100_dataset/LMT/8-K_2026-05-13.txt,cached
LMT,Lockheed Martin,Industrials,8-K,2026-04-23,0001628280-26-026683,https://www.sec.gov/Archives/edgar/data/936468/000162828026026683/lmt-20260423.htm,sp100_dataset/LMT/8-K_2026-04-23.txt,cached
LMT,Lockheed Martin,Industrials,DEF 14A,2026-03-26,0000936468-26-000004,https://www.sec.gov/Archives/edgar/data/936468/000093646826000004/lmt-20260326.htm,sp100_dataset/LMT/DEF14A_2026-03-26.txt,cached
LMT,Lockheed Martin,Industrials,10-K,2026-01-29,0001628280-26-004195,https://www.sec.gov/Archives/edgar/data/936468/000162828026004195/lmt-20251231.htm,sp100_dataset/LMT/10-K_2026-01-29.txt,cached
LOW,Lowe's,Consumer Discretionary,8-K,2026-06-02,0000060667-26-000091,https://www.sec.gov/Archives/edgar/data/60667/000006066726000091/low-20260529.htm,sp100_dataset/LOW/8-K_2026-06-02.txt,cached
LOW,Lowe's,Consumer Discretionary,8-K,2026-05-20,0000060667-26-000062,https://www.sec.gov/Archives/edgar/data/60667/000006066726000062/low-20260520.htm,sp100_dataset/LOW/8-K_2026-05-20.txt,cached
LOW,Lowe's,Consumer Discretionary,DEF 14A,2026-04-16,0000060667-26-000056,https://www.sec.gov/Archives/edgar/data/60667/000006066726000056/low-20260415.htm,sp100_dataset/LOW/DEF14A_2026-04-16.txt,cached
LOW,Lowe's,Consumer Discretionary,10-K,2026-03-23,0000060667-26-000029,https://www.sec.gov/Archives/edgar/data/60667/000006066726000029/low-20260130.htm,sp100_dataset/LOW/10-K_2026-03-23.txt,cached
MA,Mastercard,Financials,8-K,2026-06-17,0001141391-26-000041,https://www.sec.gov/Archives/edgar/data/1141391/000114139126000041/ma-20260616.htm,sp100_dataset/MA/8-K_2026-06-17.txt,cached
MA,Mastercard,Financials,8-K,2026-06-08,0001193125-26-261669,https://www.sec.gov/Archives/edgar/data/1141391/000119312526261669/d128075d8k.htm,sp100_dataset/MA/8-K_2026-06-08.txt,cached
MA,Mastercard,Financials,DEF 14A,2026-04-27,0001141391-26-000021,https://www.sec.gov/Archives/edgar/data/1141391/000114139126000021/ma-20260427.htm,sp100_dataset/MA/DEF14A_2026-04-27.txt,cached
MA,Mastercard,Financials,10-K,2026-02-11,0001141391-26-000013,https://www.sec.gov/Archives/edgar/data/1141391/000114139126000013/ma-20251231.htm,sp100_dataset/MA/10-K_2026-02-11.txt,cached
MCD,McDonald's,Consumer Discretionary,8-K,2026-05-22,0000063908-26-000055,https://www.sec.gov/Archives/edgar/data/63908/000006390826000055/mcd-20260520.htm,sp100_dataset/MCD/8-K_2026-05-22.txt,cached
MCD,McDonald's,Consumer Discretionary,8-K,2026-05-07,0000063908-26-000048,https://www.sec.gov/Archives/edgar/data/63908/000006390826000048/mcd-20260507.htm,sp100_dataset/MCD/8-K_2026-05-07.txt,cached
MCD,McDonald's,Consumer Discretionary,DEF 14A,2026-04-07,0001193125-26-145548,https://www.sec.gov/Archives/edgar/data/63908/000119312526145548/mcd-20260407.htm,sp100_dataset/MCD/DEF14A_2026-04-07.txt,cached
MCD,McDonald's,Consumer Discretionary,10-K,2026-02-24,0000063908-26-000035,https://www.sec.gov/Archives/edgar/data/63908/000006390826000035/mcd-20251231.htm,sp100_dataset/MCD/10-K_2026-02-24.txt,cached
MDLZ,Mondelez International,Consumer Staples,8-K,2026-06-18,0001628280-26-044384,https://www.sec.gov/Archives/edgar/data/1103982/000162828026044384/mdlz-20260615.htm,sp100_dataset/MDLZ/8-K_2026-06-18.txt,cached
MDLZ,Mondelez International,Consumer Staples,8-K,2026-05-26,0001628280-26-038064,https://www.sec.gov/Archives/edgar/data/1103982/000162828026038064/mdlz-20260520.htm,sp100_dataset/MDLZ/8-K_2026-05-26.txt,cached
MDLZ,Mondelez International,Consumer Staples,DEF 14A,2026-04-03,0001628280-26-023640,https://www.sec.gov/Archives/edgar/data/1103982/000162828026023640/mdlz-20260403.htm,sp100_dataset/MDLZ/DEF14A_2026-04-03.txt,cached
MDLZ,Mondelez International,Consumer Staples,10-K,2026-02-04,0001628280-26-005345,https://www.sec.gov/Archives/edgar/data/1103982/000162828026005345/mdlz-20251231.htm,sp100_dataset/MDLZ/10-K_2026-02-04.txt,cached
MDT,Medtronic,Health Care,10-K,2026-06-18,0001628280-26-044354,https://www.sec.gov/Archives/edgar/data/1613103/000162828026044354/mdt-20260424.htm,sp100_dataset/MDT/10-K_2026-06-18.txt,cached
MDT,Medtronic,Health Care,8-K,2026-06-03,0001628280-26-040034,https://www.sec.gov/Archives/edgar/data/1613103/000162828026040034/mdt-20260603.htm,sp100_dataset/MDT/8-K_2026-06-03.txt,cached
MDT,Medtronic,Health Care,8-K,2026-05-18,0001628280-26-035959,https://www.sec.gov/Archives/edgar/data/1613103/000162828026035959/mdt-20260518.htm,sp100_dataset/MDT/8-K_2026-05-18.txt,cached
MDT,Medtronic,Health Care,DEF 14A,2025-08-25,0001613103-25-000151,https://www.sec.gov/Archives/edgar/data/1613103/000161310325000151/mdt-20250825.htm,sp100_dataset/MDT/DEF14A_2025-08-25.txt,cached
MET,MetLife,Financials,8-K,2026-06-29,0001099219-26-000045,https://www.sec.gov/Archives/edgar/data/1099219/000109921926000045/met-20260629.htm,sp100_dataset/MET/8-K_2026-06-29.txt,cached
MET,MetLife,Financials,8-K,2026-06-22,0001099219-26-000041,https://www.sec.gov/Archives/edgar/data/1099219/000109921926000041/met-20260616.htm,sp100_dataset/MET/8-K_2026-06-22.txt,cached
MET,MetLife,Financials,DEF 14A,2026-04-29,0001099219-26-000026,https://www.sec.gov/Archives/edgar/data/1099219/000109921926000026/met-20260429.htm,sp100_dataset/MET/DEF14A_2026-04-29.txt,cached
MET,MetLife,Financials,10-K,2026-02-19,0001099219-26-000013,https://www.sec.gov/Archives/edgar/data/1099219/000109921926000013/met-20251231.htm,sp100_dataset/MET/10-K_2026-02-19.txt,cached
META,Meta Platforms,Communication Services,8-K,2026-05-29,0001628280-26-039193,https://www.sec.gov/Archives/edgar/data/1326801/000162828026039193/meta-20260527.htm,sp100_dataset/META/8-K_2026-05-29.txt,cached
META,Meta Platforms,Communication Services,8-K,2026-05-04,0001193125-26-204128,https://www.sec.gov/Archives/edgar/data/1326801/000119312526204128/d134616d8k.htm,sp100_dataset/META/8-K_2026-05-04.txt,cached
META,Meta Platforms,Communication Services,DEF 14A,2026-04-16,0001628280-26-025532,https://www.sec.gov/Archives/edgar/data/1326801/000162828026025532/meta-20260416.htm,sp100_dataset/META/DEF14A_2026-04-16.txt,cached
META,Meta Platforms,Communication Services,10-K,2026-01-29,0001628280-26-003942,https://www.sec.gov/Archives/edgar/data/1326801/000162828026003942/meta-20251231.htm,sp100_dataset/META/10-K_2026-01-29.txt,cached
MMM,3M,Industrials,8-K,2026-06-08,0000066740-26-000229,https://www.sec.gov/Archives/edgar/data/66740/000006674026000229/mmm-20260605.htm,sp100_dataset/MMM/8-K_2026-06-08.txt,cached
MMM,3M,Industrials,8-K,2026-05-13,0000066740-26-000221,https://www.sec.gov/Archives/edgar/data/66740/000006674026000221/mmm-20260512.htm,sp100_dataset/MMM/8-K_2026-05-13.txt,cached
MMM,3M,Industrials,DEF 14A,2026-03-25,0000066740-26-000151,https://www.sec.gov/Archives/edgar/data/66740/000006674026000151/mmm-20260324.htm,sp100_dataset/MMM/DEF14A_2026-03-25.txt,cached
MMM,3M,Industrials,10-K,2026-02-03,0000066740-26-000014,https://www.sec.gov/Archives/edgar/data/66740/000006674026000014/mmm-20251231.htm,sp100_dataset/MMM/10-K_2026-02-03.txt,cached
MO,Altria,Consumer Staples,8-K,2026-05-18,0000764180-26-000073,https://www.sec.gov/Archives/edgar/data/764180/000076418026000073/mo-20260513.htm,sp100_dataset/MO/8-K_2026-05-18.txt,cached
MO,Altria,Consumer Staples,8-K,2026-04-30,0000764180-26-000056,https://www.sec.gov/Archives/edgar/data/764180/000076418026000056/mo-20260430.htm,sp100_dataset/MO/8-K_2026-04-30.txt,cached
MO,Altria,Consumer Staples,DEF 14A,2026-04-02,0001104659-26-038900,https://www.sec.gov/Archives/edgar/data/764180/000110465926038900/tmb-20260514xdef14a.htm,sp100_dataset/MO/DEF14A_2026-04-02.txt,cached
MO,Altria,Consumer Staples,10-K,2026-02-25,0000764180-26-000017,https://www.sec.gov/Archives/edgar/data/764180/000076418026000017/mo-20251231.htm,sp100_dataset/MO/10-K_2026-02-25.txt,cached
