ticker,name,sector,form,filing_date,accession,source_url,local_path,status
USB,U.S. Bancorp,Financials,8-K,2026-04-23,0001193125-26-173818,https://www.sec.gov/Archives/edgar/data/36104/000119312526173818/d57257d8k.htm,sp100_dataset/USB/8-K_2026-04-23.txt,cached
USB,U.S. Bancorp,Financials,DEF 14A,2026-03-10,0001104659-26-025844,https://www.sec.gov/Archives/edgar/data/36104/000110465926025844/tm261379-1_def14a.htm,sp100_dataset/USB/DEF14A_2026-03-10.txt,cached
USB,U.S. Bancorp,Financials,10-K,2026-02-23,0000036104-26-000011,https://www.sec.gov/Archives/edgar/data/36104/000003610426000011/usb-20251231.htm,sp100_dataset/USB/10-K_2026-02-23.txt,cached
V,Visa Inc.,Financials,8-K,2026-07-15,0001403161-26-000096,https://www.sec.gov/Archives/edgar/data/1403161/000140316126000096/v-20260714.htm,sp100_dataset/V/8-K_2026-07-15.txt,ok
V,Visa Inc.,Financials,8-K,2026-06-26,0001403161-26-000086,https://www.sec.gov/Archives/edgar/data/1403161/000140316126000086/v-20260624.htm,sp100_dataset/V/8-K_2026-06-26.txt,cached
V,Visa Inc.,Financials,DEF 14A,2025-12-08,0001308179-25-000635,https://www.sec.gov/Archives/edgar/data/1403161/000130817925000635/v-20251208.htm,sp100_dataset/V/DEF14A_2025-12-08.txt,cached
V,Visa Inc.,Financials,10-K,2025-11-06,0001403161-25-000089,https://www.sec.gov/Archives/edgar/data/1403161/000140316125000089/v-20250930.htm,sp100_dataset/V/10-K_2025-11-06.txt,cached
VZ,Verizon,Communication Services,8-K,2026-06-29,0001193125-26-286771,https://www.sec.gov/Archives/edgar/data/732712/000119312526286771/d165697d8k.htm,sp100_dataset/VZ/8-K_2026-06-29.txt,cached
VZ,Verizon,Communication Services,8-K,2026-06-17,0001193125-26-273410,https://www.sec.gov/Archives/edgar/data/732712/000119312526273410/d15574d8k.htm,sp100_dataset/VZ/8-K_2026-06-17.txt,cached
VZ,Verizon,Communication Services,DEF 14A,2026-04-06,0001308179-26-000210,https://www.sec.gov/Archives/edgar/data/732712/000130817926000210/vz014688_def14a.htm,sp100_dataset/VZ/DEF14A_2026-04-06.txt,cached
VZ,Verizon,Communication Services,10-K,2026-02-17,0000732712-26-000007,https://www.sec.gov/Archives/edgar/data/732712/000073271226000007/vz-20251231.htm,sp100_dataset/VZ/10-K_2026-02-17.txt,cached
WFC,Wells Fargo,Financials,8-K,2026-07-14,0000072971-26-000288,https://www.sec.gov/Archives/edgar/data/72971/000007297126000288/wfc-20260714.htm,sp100_dataset/WFC/8-K_2026-07-14.txt,cached
WFC,Wells Fargo,Financials,8-K,2026-05-20,0001193125-26-232818,https://www.sec.gov/Archives/edgar/data/72971/000119312526232818/d140428d8k.htm,sp100_dataset/WFC/8-K_2026-05-20.txt,cached
WFC,Wells Fargo,Financials,DEF 14A,2026-03-18,0000072971-26-000200,https://www.sec.gov/Archives/edgar/data/72971/000007297126000200/wfc-20260318.htm,sp100_dataset/WFC/DEF14A_2026-03-18.txt,cached
WFC,Wells Fargo,Financials,10-K,2026-02-24,0000072971-26-000133,https://www.sec.gov/Archives/edgar/data/72971/000007297126000133/wfc-20251231_d2.htm,sp100_dataset/WFC/10-K_2026-02-24.txt,cached
WMT,Walmart,Consumer Staples,8-K,2026-06-05,0000104169-26-000111,https://www.sec.gov/Archives/edgar/data/104169/000010416926000111/wmt-20260604.htm,sp100_dataset/WMT/8-K_2026-06-05.txt,cached
WMT,Walmart,Consumer Staples,8-K,2026-05-21,0000104169-26-000095,https://www.sec.gov/Archives/edgar/data/104169/000010416926000095/wmt-20260521.htm,sp100_dataset/WMT/8-K_2026-05-21.txt,cached
WMT,Walmart,Consumer Staples,DEF 14A,2026-04-23,0001193125-26-173673,https://www.sec.gov/Archives/edgar/data/104169/000119312526173673/wmt-20260423.htm,sp100_dataset/WMT/DEF14A_2026-04-23.txt,cached
WMT,Walmart,Consumer Staples,10-K,2026-03-13,0000104169-26-000055,https://www.sec.gov/Archives/edgar/data/104169/000010416926000055/wmt-20260131.htm,sp100_dataset/WMT/10-K_2026-03-13.txt,cached
XOM,ExxonMobil,Energy,8-K,2026-07-01,0001193125-26-291986,https://www.sec.gov/Archives/edgar/data/34088/000119312526291986/d70995d8k.htm,sp100_dataset/XOM/8-K_2026-07-01.txt,cached
XOM,ExxonMobil,Energy,8-K,2026-05-29,0000034088-26-000078,https://www.sec.gov/Archives/edgar/data/34088/000003408826000078/xom-20260527.htm,sp100_dataset/XOM/8-K_2026-05-29.txt,cached
XOM,ExxonMobil,Energy,DEF 14A,2026-04-08,0001193125-26-147614,https://www.sec.gov/Archives/edgar/data/34088/000119312526147614/d16317ddef14a.htm,sp100_dataset/XOM/DEF14A_2026-04-08.txt,cached
XOM,ExxonMobil,Energy,10-K,2026-02-18,0000034088-26-000045,https://www.sec.gov/Archives/edgar/data/34088/000003408826000045/xom-20251231.htm,sp100_dataset/XOM/10-K_2026-02-18.txt,cached
